Weeks to Event,EventType,StatusCreatedDate,Num_of_ticket
0.0,Colloquium ,2021-11-28,10
0.0,Colloquium ,2021-12-05,0
0.0,Colloquium ,2021-12-12,0
0.0,Colloquium ,2021-12-19,0
0.0,Colloquium ,2021-12-26,0
0.0,Colloquium ,2022-01-02,0
0.0,Colloquium ,2022-01-09,0
0.0,Colloquium ,2022-01-16,0
0.0,Colloquium ,2022-01-23,0
0.0,Colloquium ,2022-01-30,38
0.0,Colloquium ,2022-02-06,0
0.0,Colloquium ,2022-02-13,0
0.0,Colloquium ,2022-02-20,0
0.0,Colloquium ,2022-02-27,42
0.0,Colloquium ,2022-03-06,0
0.0,Colloquium ,2022-03-13,0
0.0,Colloquium ,2022-03-20,216
0.0,Colloquium ,2022-03-27,14
0.0,Colloquium ,2022-04-03,2
0.0,Colloquium ,2022-04-10,0
0.0,Colloquium ,2022-04-17,0
0.0,Colloquium ,2022-04-24,0
0.0,Colloquium ,2022-05-01,0
0.0,Colloquium ,2022-05-08,0
0.0,Colloquium ,2022-05-15,0
0.0,Colloquium ,2022-05-22,0
0.0,Colloquium ,2022-05-29,0
0.0,Colloquium ,2022-06-05,10
0.0,Colloquium ,2022-06-12,42
0.0,Colloquium ,2022-06-19,8
0.0,Conference / Symposium,2021-08-01,2
0.0,Conference / Symposium,2021-08-08,0
0.0,Conference / Symposium,2021-08-15,4
0.0,Conference / Symposium,2021-08-22,10
0.0,Conference / Symposium,2021-08-29,0
0.0,Conference / Symposium,2021-09-05,20
0.0,Conference / Symposium,2021-09-12,14
0.0,Conference / Symposium,2021-09-19,0
0.0,Conference / Symposium,2021-09-26,2
0.0,Conference / Symposium,2021-10-03,38
0.0,Conference / Symposium,2021-10-10,0
0.0,Conference / Symposium,2021-10-17,10
0.0,Conference / Symposium,2021-10-24,144
0.0,Conference / Symposium,2021-10-31,146
0.0,Conference / Symposium,2021-11-07,0
0.0,Conference / Symposium,2021-11-14,6
0.0,Conference / Symposium,2021-11-21,54
0.0,Conference / Symposium,2021-11-28,86
0.0,Conference / Symposium,2021-12-05,122
0.0,Conference / Symposium,2021-12-12,0
0.0,Conference / Symposium,2021-12-19,0
0.0,Conference / Symposium,2021-12-26,0
0.0,Conference / Symposium,2022-01-02,0
0.0,Conference / Symposium,2022-01-09,0
0.0,Conference / Symposium,2022-01-16,0
0.0,Conference / Symposium,2022-01-23,0
0.0,Conference / Symposium,2022-01-30,2
0.0,Conference / Symposium,2022-02-06,0
0.0,Conference / Symposium,2022-02-13,0
0.0,Conference / Symposium,2022-02-20,2
0.0,Conference / Symposium,2022-02-27,36
0.0,Conference / Symposium,2022-03-06,0
0.0,Conference / Symposium,2022-03-13,0
0.0,Conference / Symposium,2022-03-20,32
0.0,Conference / Symposium,2022-03-27,18
0.0,Conference / Symposium,2022-04-03,128
0.0,Conference / Symposium,2022-04-10,0
0.0,Conference / Symposium,2022-04-17,0
0.0,Conference / Symposium,2022-04-24,0
0.0,Conference / Symposium,2022-05-01,0
0.0,Conference / Symposium,2022-05-08,0
0.0,Conference / Symposium,2022-05-15,18
0.0,Conference / Symposium,2022-05-22,40
0.0,Conference / Symposium,2022-05-29,64
0.0,Conference / Symposium,2022-06-05,0
0.0,Conference / Symposium,2022-06-12,0
0.0,Conference / Symposium,2022-06-19,100
0.0,Conference / Symposium,2022-06-26,130
0.0,Conference / Symposium,2022-07-03,128
0.0,Conference / Symposium,2022-07-10,14
0.0,Exhibition,2022-06-19,10
0.0,Lecture,2021-09-05,44
0.0,Lecture,2021-09-12,0
0.0,Lecture,2021-09-19,0
0.0,Lecture,2021-09-26,72
0.0,Lecture,2021-10-03,0
0.0,Lecture,2021-10-10,0
0.0,Lecture,2021-10-17,196
0.0,Lecture,2021-10-24,206
0.0,Lecture,2021-10-31,52
0.0,Lecture,2021-11-07,0
0.0,Lecture,2021-11-14,4
0.0,Lecture,2021-11-21,48
0.0,Lecture,2021-11-28,42
0.0,Lecture,2021-12-05,100
0.0,Lecture,2021-12-12,26
0.0,Lecture,2021-12-19,82
0.0,Lecture,2021-12-26,0
0.0,Lecture,2022-01-02,0
0.0,Lecture,2022-01-09,0
0.0,Lecture,2022-01-16,12
0.0,Lecture,2022-01-23,66
0.0,Lecture,2022-01-30,72
0.0,Lecture,2022-02-06,40
0.0,Lecture,2022-02-13,2
0.0,Lecture,2022-02-20,66
0.0,Lecture,2022-02-27,28
0.0,Lecture,2022-03-06,0
0.0,Lecture,2022-03-13,0
0.0,Lecture,2022-03-20,52
0.0,Lecture,2022-03-27,18
0.0,Lecture,2022-04-03,46
0.0,Lecture,2022-04-10,18
0.0,Lecture,2022-04-17,8
0.0,Lecture,2022-04-24,130
0.0,Lecture,2022-05-01,82
0.0,Lecture,2022-05-08,28
0.0,Lecture,2022-05-15,14
0.0,Lecture,2022-05-22,140
0.0,Lecture,2022-05-29,30
0.0,Lecture,2022-06-05,44
0.0,Lecture,2022-06-12,6
0.0,Lecture,2022-06-19,78
0.0,Lecture,2022-06-26,70
0.0,Lecture,2022-07-03,168
0.0,Lunchtime Lecture,2021-11-21,104
0.0,Lunchtime Lecture,2021-11-28,0
0.0,Lunchtime Lecture,2021-12-05,4
0.0,Lunchtime Lecture,2021-12-12,2
0.0,Lunchtime Lecture,2021-12-19,16
0.0,Lunchtime Lecture,2021-12-26,0
0.0,Lunchtime Lecture,2022-01-02,0
0.0,Lunchtime Lecture,2022-01-09,0
0.0,Lunchtime Lecture,2022-01-16,0
0.0,Lunchtime Lecture,2022-01-23,0
0.0,Lunchtime Lecture,2022-01-30,8
0.0,Lunchtime Lecture,2022-02-06,0
0.0,Lunchtime Lecture,2022-02-13,0
0.0,Lunchtime Lecture,2022-02-20,2
0.0,Lunchtime Lecture,2022-02-27,10
0.0,Lunchtime Lecture,2022-03-06,0
0.0,Lunchtime Lecture,2022-03-13,0
0.0,Lunchtime Lecture,2022-03-20,0
0.0,Lunchtime Lecture,2022-03-27,0
0.0,Lunchtime Lecture,2022-04-03,0
0.0,Lunchtime Lecture,2022-04-10,0
0.0,Lunchtime Lecture,2022-04-17,0
0.0,Lunchtime Lecture,2022-04-24,0
0.0,Lunchtime Lecture,2022-05-01,0
0.0,Lunchtime Lecture,2022-05-08,0
0.0,Lunchtime Lecture,2022-05-15,0
0.0,Lunchtime Lecture,2022-05-22,0
0.0,Lunchtime Lecture,2022-05-29,0
0.0,Lunchtime Lecture,2022-06-05,0
0.0,Lunchtime Lecture,2022-06-12,0
0.0,Lunchtime Lecture,2022-06-19,16
0.0,Lunchtime Lecture,2022-06-26,8
0.0,Other Events,2021-10-24,158
0.0,Other Events,2021-10-31,234
0.0,Other Events,2021-11-07,0
0.0,Other Events,2021-11-14,58
0.0,Other Events,2021-11-21,168
0.0,Other Events,2021-11-28,64
0.0,Other Events,2021-12-05,68
0.0,Other Events,2021-12-12,6
0.0,Other Events,2021-12-19,44
0.0,Other Events,2021-12-26,0
0.0,Other Events,2022-01-02,0
0.0,Other Events,2022-01-09,0
0.0,Other Events,2022-01-16,18
0.0,Other Events,2022-01-23,148
0.0,Other Events,2022-01-30,114
0.0,Other Events,2022-02-06,108
0.0,Other Events,2022-02-13,4
0.0,Other Events,2022-02-20,56
0.0,Other Events,2022-02-27,64
0.0,Other Events,2022-03-06,40
0.0,Other Events,2022-03-13,16
0.0,Other Events,2022-03-20,110
0.0,Other Events,2022-03-27,4
0.0,Other Events,2022-04-03,0
0.0,Other Events,2022-04-10,0
0.0,Other Events,2022-04-17,0
0.0,Other Events,2022-04-24,40
0.0,Other Events,2022-05-01,430
0.0,Other Events,2022-05-08,0
0.0,Other Events,2022-05-15,20
0.0,Other Events,2022-05-22,18
0.0,Other Events,2022-05-29,74
0.0,Other Events,2022-06-05,0
0.0,Other Events,2022-06-12,0
0.0,Other Events,2022-06-19,40
0.0,Other Events,2022-06-26,26
0.0,Other Events,2022-07-03,8
0.0,"Others, Group 1",2017-11-26,594
0.0,"Others, Group 1",2017-12-03,102
0.0,"Others, Group 1",2017-12-10,0
0.0,"Others, Group 1",2017-12-17,132
0.0,"Others, Group 10",2020-03-08,2
0.0,"Others, Group 10",2020-03-15,0
0.0,"Others, Group 10",2020-03-22,0
0.0,"Others, Group 10",2020-03-29,0
0.0,"Others, Group 10",2020-04-05,0
0.0,"Others, Group 10",2020-04-12,0
0.0,"Others, Group 10",2020-04-19,0
0.0,"Others, Group 10",2020-04-26,0
0.0,"Others, Group 10",2020-05-03,0
0.0,"Others, Group 10",2020-05-10,0
0.0,"Others, Group 10",2020-05-17,0
0.0,"Others, Group 10",2020-05-24,0
0.0,"Others, Group 10",2020-05-31,0
0.0,"Others, Group 10",2020-06-07,0
0.0,"Others, Group 10",2020-06-14,0
0.0,"Others, Group 10",2020-06-21,0
0.0,"Others, Group 10",2020-06-28,0
0.0,"Others, Group 10",2020-07-05,0
0.0,"Others, Group 10",2020-07-12,0
0.0,"Others, Group 10",2020-07-19,0
0.0,"Others, Group 10",2020-07-26,0
0.0,"Others, Group 10",2020-08-02,0
0.0,"Others, Group 10",2020-08-09,0
0.0,"Others, Group 10",2020-08-16,0
0.0,"Others, Group 10",2020-08-23,0
0.0,"Others, Group 10",2020-08-30,0
0.0,"Others, Group 10",2020-09-06,0
0.0,"Others, Group 10",2020-09-13,0
0.0,"Others, Group 10",2020-09-20,0
0.0,"Others, Group 10",2020-09-27,0
0.0,"Others, Group 10",2020-10-04,0
0.0,"Others, Group 10",2020-10-11,0
0.0,"Others, Group 10",2020-10-18,0
0.0,"Others, Group 10",2020-10-25,0
0.0,"Others, Group 10",2020-11-01,0
0.0,"Others, Group 10",2020-11-08,0
0.0,"Others, Group 10",2020-11-15,0
0.0,"Others, Group 10",2020-11-22,0
0.0,"Others, Group 10",2020-11-29,0
0.0,"Others, Group 10",2020-12-06,0
0.0,"Others, Group 10",2020-12-13,0
0.0,"Others, Group 10",2020-12-20,0
0.0,"Others, Group 10",2020-12-27,0
0.0,"Others, Group 10",2021-01-03,0
0.0,"Others, Group 10",2021-01-10,0
0.0,"Others, Group 10",2021-01-17,0
0.0,"Others, Group 10",2021-01-24,0
0.0,"Others, Group 10",2021-01-31,0
0.0,"Others, Group 10",2021-02-07,0
0.0,"Others, Group 10",2021-02-14,0
0.0,"Others, Group 10",2021-02-21,0
0.0,"Others, Group 10",2021-02-28,0
0.0,"Others, Group 10",2021-03-07,0
0.0,"Others, Group 10",2021-03-14,0
0.0,"Others, Group 10",2021-03-21,0
0.0,"Others, Group 10",2021-03-28,0
0.0,"Others, Group 10",2021-04-04,0
0.0,"Others, Group 10",2021-04-11,0
0.0,"Others, Group 10",2021-04-18,0
0.0,"Others, Group 10",2021-04-25,0
0.0,"Others, Group 10",2021-05-02,0
0.0,"Others, Group 10",2021-05-09,0
0.0,"Others, Group 10",2021-05-16,0
0.0,"Others, Group 10",2021-05-23,0
0.0,"Others, Group 10",2021-05-30,0
0.0,"Others, Group 10",2021-06-06,0
0.0,"Others, Group 10",2021-06-13,0
0.0,"Others, Group 10",2021-06-20,0
0.0,"Others, Group 10",2021-06-27,0
0.0,"Others, Group 10",2021-07-04,0
0.0,"Others, Group 10",2021-07-11,0
0.0,"Others, Group 10",2021-07-18,0
0.0,"Others, Group 10",2021-07-25,0
0.0,"Others, Group 10",2021-08-01,0
0.0,"Others, Group 10",2021-08-08,0
0.0,"Others, Group 10",2021-08-15,0
0.0,"Others, Group 10",2021-08-22,0
0.0,"Others, Group 10",2021-08-29,0
0.0,"Others, Group 10",2021-09-05,0
0.0,"Others, Group 10",2021-09-12,0
0.0,"Others, Group 10",2021-09-19,0
0.0,"Others, Group 10",2021-09-26,0
0.0,"Others, Group 10",2021-10-03,0
0.0,"Others, Group 10",2021-10-10,0
0.0,"Others, Group 10",2021-10-17,0
0.0,"Others, Group 10",2021-10-24,0
0.0,"Others, Group 10",2021-10-31,0
0.0,"Others, Group 10",2021-11-07,0
0.0,"Others, Group 10",2021-11-14,0
0.0,"Others, Group 10",2021-11-21,0
0.0,"Others, Group 10",2021-11-28,0
0.0,"Others, Group 10",2021-12-05,0
0.0,"Others, Group 10",2021-12-12,0
0.0,"Others, Group 10",2021-12-19,0
0.0,"Others, Group 10",2021-12-26,0
0.0,"Others, Group 10",2022-01-02,0
0.0,"Others, Group 10",2022-01-09,0
0.0,"Others, Group 10",2022-01-16,0
0.0,"Others, Group 10",2022-01-23,0
0.0,"Others, Group 10",2022-01-30,0
0.0,"Others, Group 10",2022-02-06,0
0.0,"Others, Group 10",2022-02-13,0
0.0,"Others, Group 10",2022-02-20,0
0.0,"Others, Group 10",2022-02-27,0
0.0,"Others, Group 10",2022-03-06,0
0.0,"Others, Group 10",2022-03-13,0
0.0,"Others, Group 10",2022-03-20,0
0.0,"Others, Group 10",2022-03-27,0
0.0,"Others, Group 10",2022-04-03,0
0.0,"Others, Group 10",2022-04-10,0
0.0,"Others, Group 10",2022-04-17,0
0.0,"Others, Group 10",2022-04-24,0
0.0,"Others, Group 10",2022-05-01,0
0.0,"Others, Group 10",2022-05-08,0
0.0,"Others, Group 10",2022-05-15,0
0.0,"Others, Group 10",2022-05-22,0
0.0,"Others, Group 10",2022-05-29,0
0.0,"Others, Group 10",2022-06-05,0
0.0,"Others, Group 10",2022-06-12,0
0.0,"Others, Group 10",2022-06-19,0
0.0,"Others, Group 10",2022-06-26,0
0.0,"Others, Group 10",2022-07-03,0
0.0,"Others, Group 10",2022-07-10,0
0.0,"Others, Group 10",2022-07-17,0
0.0,"Others, Group 10",2022-07-24,0
0.0,"Others, Group 10",2022-07-31,0
0.0,"Others, Group 10",2022-08-07,0
0.0,"Others, Group 10",2022-08-14,0
0.0,"Others, Group 10",2022-08-21,0
0.0,"Others, Group 10",2022-08-28,0
0.0,"Others, Group 10",2022-09-04,0
0.0,"Others, Group 10",2022-09-11,0
0.0,"Others, Group 10",2022-09-18,0
0.0,"Others, Group 10",2022-09-25,0
0.0,"Others, Group 10",2022-10-02,0
0.0,"Others, Group 10",2022-10-09,0
0.0,"Others, Group 10",2022-10-16,0
0.0,"Others, Group 10",2022-10-23,20
0.0,"Others, Group 10",2022-10-30,80
0.0,"Others, Group 10",2022-11-06,6
0.0,"Others, Group 10",2022-11-13,0
0.0,"Others, Group 10",2022-11-20,24
0.0,"Others, Group 10",2022-11-27,36
0.0,"Others, Group 10",2022-12-04,0
0.0,"Others, Group 10",2022-12-11,0
0.0,"Others, Group 10",2022-12-18,2
0.0,"Others, Group 10",2022-12-25,0
0.0,"Others, Group 10",2023-01-01,0
0.0,"Others, Group 10",2023-01-08,0
0.0,"Others, Group 10",2023-01-15,2
0.0,"Others, Group 2",2017-12-17,16
0.0,"Others, Group 2",2017-12-24,0
0.0,"Others, Group 2",2017-12-31,0
0.0,"Others, Group 2",2018-01-07,0
0.0,"Others, Group 2",2018-01-14,270
0.0,"Others, Group 2",2018-01-21,496
0.0,"Others, Group 2",2018-01-28,94
0.0,"Others, Group 2",2018-02-04,0
0.0,"Others, Group 2",2018-02-11,0
0.0,"Others, Group 2",2018-02-18,538
0.0,"Others, Group 2",2018-02-25,618
0.0,"Others, Group 2",2018-03-04,74
0.0,"Others, Group 2",2018-03-11,0
0.0,"Others, Group 2",2018-03-18,752
0.0,"Others, Group 2",2018-03-25,358
0.0,"Others, Group 2",2018-04-01,60
0.0,"Others, Group 2",2018-04-08,0
0.0,"Others, Group 2",2018-04-15,152
0.0,"Others, Group 2",2018-04-22,698
0.0,"Others, Group 2",2018-04-29,502
0.0,"Others, Group 2",2018-05-06,332
0.0,"Others, Group 2",2018-05-13,88
0.0,"Others, Group 2",2018-05-20,288
0.0,"Others, Group 3",2018-04-22,60
0.0,"Others, Group 3",2018-04-29,144
0.0,"Others, Group 3",2018-05-06,16
0.0,"Others, Group 3",2018-05-13,8
0.0,"Others, Group 3",2018-05-20,30
0.0,"Others, Group 3",2018-05-27,128
0.0,"Others, Group 3",2018-06-03,216
0.0,"Others, Group 3",2018-06-10,50
0.0,"Others, Group 3",2018-06-17,96
0.0,"Others, Group 3",2018-06-24,358
0.0,"Others, Group 3",2018-07-01,40
0.0,"Others, Group 3",2018-07-08,0
0.0,"Others, Group 3",2018-07-15,494
0.0,"Others, Group 3",2018-07-22,236
0.0,"Others, Group 3",2018-07-29,0
0.0,"Others, Group 3",2018-08-05,0
0.0,"Others, Group 3",2018-08-12,0
0.0,"Others, Group 3",2018-08-19,702
0.0,"Others, Group 3",2018-08-26,30
0.0,"Others, Group 3",2018-09-02,368
0.0,"Others, Group 3",2018-09-09,10
0.0,"Others, Group 3",2018-09-16,710
0.0,"Others, Group 3",2018-09-23,144
0.0,"Others, Group 3",2018-09-30,102
0.0,"Others, Group 3",2018-10-07,0
0.0,"Others, Group 3",2018-10-14,0
0.0,"Others, Group 3",2018-10-21,182
0.0,"Others, Group 3",2018-10-28,10
0.0,"Others, Group 4",2018-10-14,20
0.0,"Others, Group 4",2018-10-21,316
0.0,"Others, Group 4",2018-10-28,16
0.0,"Others, Group 4",2018-11-04,66
0.0,"Others, Group 4",2018-11-11,50
0.0,"Others, Group 4",2018-11-18,766
0.0,"Others, Group 4",2018-11-25,118
0.0,"Others, Group 4",2018-12-02,48
0.0,"Others, Group 4",2018-12-09,0
0.0,"Others, Group 4",2018-12-16,166
0.0,"Others, Group 4",2018-12-23,2
0.0,"Others, Group 4",2018-12-30,0
0.0,"Others, Group 4",2019-01-06,0
0.0,"Others, Group 4",2019-01-13,2
0.0,"Others, Group 4",2019-01-20,2
0.0,"Others, Group 4",2019-01-27,0
0.0,"Others, Group 4",2019-02-03,4
0.0,"Others, Group 4",2019-02-10,0
0.0,"Others, Group 4",2019-02-17,0
0.0,"Others, Group 4",2019-02-24,0
0.0,"Others, Group 4",2019-03-03,26
0.0,"Others, Group 5",2019-03-17,452
0.0,"Others, Group 6",2019-01-13,136
0.0,"Others, Group 6",2019-01-20,198
0.0,"Others, Group 6",2019-01-27,458
0.0,"Others, Group 6",2019-02-03,52
0.0,"Others, Group 6",2019-02-10,0
0.0,"Others, Group 6",2019-02-17,438
0.0,"Others, Group 6",2019-02-24,1208
0.0,"Others, Group 6",2019-03-03,2172
0.0,"Others, Group 6",2019-03-10,6
0.0,"Others, Group 6",2019-03-17,746
0.0,"Others, Group 6",2019-03-24,1246
0.0,"Others, Group 6",2019-03-31,414
0.0,"Others, Group 6",2019-04-07,52
0.0,"Others, Group 6",2019-04-14,324
0.0,"Others, Group 6",2019-04-21,472
0.0,"Others, Group 6",2019-04-28,102
0.0,"Others, Group 6",2019-05-05,290
0.0,"Others, Group 6",2019-05-12,0
0.0,"Others, Group 6",2019-05-19,714
0.0,"Others, Group 6",2019-05-26,190
0.0,"Others, Group 6",2019-06-02,8
0.0,"Others, Group 6",2019-06-09,0
0.0,"Others, Group 6",2019-06-16,176
0.0,"Others, Group 6",2019-06-23,112
0.0,"Others, Group 6",2019-06-30,0
0.0,"Others, Group 6",2019-07-07,4
0.0,"Others, Group 6",2019-07-14,0
0.0,"Others, Group 6",2019-07-21,0
0.0,"Others, Group 6",2019-07-28,0
0.0,"Others, Group 6",2019-08-04,0
0.0,"Others, Group 6",2019-08-11,0
0.0,"Others, Group 6",2019-08-18,0
0.0,"Others, Group 6",2019-08-25,6
0.0,"Others, Group 6",2019-09-01,6
0.0,"Others, Group 7",2019-07-14,188
0.0,"Others, Group 7",2019-07-21,192
0.0,"Others, Group 7",2019-07-28,0
0.0,"Others, Group 7",2019-08-04,0
0.0,"Others, Group 7",2019-08-11,0
0.0,"Others, Group 7",2019-08-18,996
0.0,"Others, Group 7",2019-08-25,46
0.0,"Others, Group 7",2019-09-01,276
0.0,"Others, Group 7",2019-09-08,0
0.0,"Others, Group 7",2019-09-15,460
0.0,"Others, Group 7",2019-09-22,526
0.0,"Others, Group 7",2019-09-29,214
0.0,"Others, Group 7",2019-10-06,50
0.0,"Others, Group 7",2019-10-13,0
0.0,"Others, Group 7",2019-10-20,182
0.0,"Others, Group 7",2019-10-27,86
0.0,"Others, Group 7",2019-11-03,0
0.0,"Others, Group 7",2019-11-10,0
0.0,"Others, Group 7",2019-11-17,334
0.0,"Others, Group 7",2019-11-24,154
0.0,"Others, Group 8",2019-10-13,56
0.0,"Others, Group 8",2019-10-20,530
0.0,"Others, Group 8",2019-10-27,218
0.0,"Others, Group 8",2019-11-03,342
0.0,"Others, Group 8",2019-11-10,0
0.0,"Others, Group 8",2019-11-17,1216
0.0,"Others, Group 8",2019-11-24,792
0.0,"Others, Group 8",2019-12-01,0
0.0,"Others, Group 8",2019-12-08,0
0.0,"Others, Group 8",2019-12-15,0
0.0,"Others, Group 8",2019-12-22,0
0.0,"Others, Group 8",2019-12-29,148
0.0,"Others, Group 8",2020-01-05,294
0.0,"Others, Group 8",2020-01-12,0
0.0,"Others, Group 8",2020-01-19,188
0.0,"Others, Group 8",2020-01-26,0
0.0,"Others, Group 8",2020-02-02,36
0.0,"Others, Group 8",2020-02-09,0
0.0,"Others, Group 8",2020-02-16,124
0.0,"Others, Group 9",2020-01-19,88
0.0,"Others, Group 9",2020-01-26,0
0.0,"Others, Group 9",2020-02-02,0
0.0,"Others, Group 9",2020-02-09,0
0.0,"Others, Group 9",2020-02-16,448
0.0,"Others, Group 9",2020-02-23,886
0.0,"Others, Group 9",2020-03-01,864
0.0,"Others, Group 9",2020-03-08,1192
0.0,"Others, Group 9",2020-03-15,3502
0.0,"Others, Group 9",2020-03-22,12134
0.0,"Others, Group 9",2020-03-29,3726
0.0,"Others, Group 9",2020-04-05,1184
0.0,"Others, Group 9",2020-04-12,0
0.0,"Others, Group 9",2020-04-19,0
0.0,"Others, Group 9",2020-04-26,22
0.0,"Others, Group 9",2020-05-03,62
0.0,Reading Group,2021-10-24,14
0.0,Reading Group,2021-10-31,0
0.0,Reading Group,2021-11-07,0
0.0,Reading Group,2021-11-14,0
0.0,Reading Group,2021-11-21,0
0.0,Reading Group,2021-11-28,0
0.0,Reading Group,2021-12-05,0
0.0,Reading Group,2021-12-12,0
0.0,Reading Group,2021-12-19,0
0.0,Reading Group,2021-12-26,0
0.0,Reading Group,2022-01-02,0
0.0,Reading Group,2022-01-09,0
0.0,Reading Group,2022-01-16,0
0.0,Reading Group,2022-01-23,0
0.0,Reading Group,2022-01-30,0
0.0,Reading Group,2022-02-06,0
0.0,Reading Group,2022-02-13,0
0.0,Reading Group,2022-02-20,0
0.0,Reading Group,2022-02-27,0
0.0,Reading Group,2022-03-06,0
0.0,Reading Group,2022-03-13,0
0.0,Reading Group,2022-03-20,0
0.0,Reading Group,2022-03-27,0
0.0,Reading Group,2022-04-03,0
0.0,Reading Group,2022-04-10,0
0.0,Reading Group,2022-04-17,0
0.0,Reading Group,2022-04-24,2
0.0,Reading Group,2022-05-01,4
0.0,Research Training,2021-10-03,2
0.0,Research Training,2021-10-10,26
0.0,Research Training,2021-10-17,74
0.0,Research Training,2021-10-24,144
0.0,Research Training,2021-10-31,104
0.0,Research Training,2021-11-07,0
0.0,Research Training,2021-11-14,16
0.0,Research Training,2021-11-21,84
0.0,Research Training,2021-11-28,38
0.0,Research Training,2021-12-05,90
0.0,Research Training,2021-12-12,0
0.0,Research Training,2021-12-19,0
0.0,Research Training,2021-12-26,0
0.0,Research Training,2022-01-02,0
0.0,Research Training,2022-01-09,0
0.0,Research Training,2022-01-16,66
0.0,Research Training,2022-01-23,134
0.0,Research Training,2022-01-30,200
0.0,Research Training,2022-02-06,42
0.0,Research Training,2022-02-13,0
0.0,Research Training,2022-02-20,32
0.0,Research Training,2022-02-27,58
0.0,Research Training,2022-03-06,36
0.0,Research Training,2022-03-13,4
0.0,Research Training,2022-03-20,76
0.0,Research Training,2022-03-27,32
0.0,Research Training,2022-04-03,0
0.0,Research Training,2022-04-10,0
0.0,Research Training,2022-04-17,0
0.0,Research Training,2022-04-24,0
0.0,Research Training,2022-05-01,52
0.0,Research Training,2022-05-08,24
0.0,Research Training,2022-05-15,100
0.0,Research Training,2022-05-22,40
0.0,Research Training,2022-05-29,34
0.0,Research Training,2022-06-05,26
0.0,Research Training,2022-06-12,0
0.0,Research Training,2022-06-19,6
0.0,Research Training,2022-06-26,36
0.0,Research Training,2022-07-03,10
0.0,Research Training,2022-07-10,2
0.0,Seminar,2021-09-12,34
0.0,Seminar,2021-09-19,46
0.0,Seminar,2021-09-26,36
0.0,Seminar,2021-10-03,336
0.0,Seminar,2021-10-10,122
0.0,Seminar,2021-10-17,526
0.0,Seminar,2021-10-24,1126
0.0,Seminar,2021-10-31,956
0.0,Seminar,2021-11-07,0
0.0,Seminar,2021-11-14,380
0.0,Seminar,2021-11-21,1110
0.0,Seminar,2021-11-28,916
0.0,Seminar,2021-12-05,512
0.0,Seminar,2021-12-12,88
0.0,Seminar,2021-12-19,718
0.0,Seminar,2021-12-26,0
0.0,Seminar,2022-01-02,0
0.0,Seminar,2022-01-09,0
0.0,Seminar,2022-01-16,464
0.0,Seminar,2022-01-23,1526
0.0,Seminar,2022-01-30,1498
0.0,Seminar,2022-02-06,590
0.0,Seminar,2022-02-13,22
0.0,Seminar,2022-02-20,612
0.0,Seminar,2022-02-27,998
0.0,Seminar,2022-03-06,460
0.0,Seminar,2022-03-13,78
0.0,Seminar,2022-03-20,1014
0.0,Seminar,2022-03-27,446
0.0,Seminar,2022-04-03,404
0.0,Seminar,2022-04-10,48
0.0,Seminar,2022-04-17,6
0.0,Seminar,2022-04-24,120
0.0,Seminar,2022-05-01,824
0.0,Seminar,2022-05-08,164
0.0,Seminar,2022-05-15,170
0.0,Seminar,2022-05-22,852
0.0,Seminar,2022-05-29,500
0.0,Seminar,2022-06-05,286
0.0,Seminar,2022-06-12,260
0.0,Seminar,2022-06-19,542
0.0,Seminar,2022-06-26,392
0.0,Seminar,2022-07-03,414
0.0,Seminar,2022-07-10,8
0.0,Short Course,2021-09-19,2
0.0,Short Course,2021-09-26,0
0.0,Short Course,2021-10-03,0
0.0,Short Course,2021-10-10,0
0.0,Short Course,2021-10-17,0
0.0,Short Course,2021-10-24,0
0.0,Short Course,2021-10-31,0
0.0,Short Course,2021-11-07,0
0.0,Short Course,2021-11-14,0
0.0,Short Course,2021-11-21,4
0.0,Short Course,2021-11-28,0
0.0,Short Course,2021-12-05,0
0.0,Short Course,2021-12-12,0
0.0,Short Course,2021-12-19,0
0.0,Short Course,2021-12-26,0
0.0,Short Course,2022-01-02,0
0.0,Short Course,2022-01-09,0
0.0,Short Course,2022-01-16,4
0.0,Short Course,2022-01-23,2
0.0,Short Course,2022-01-30,0
0.0,Short Course,2022-02-06,0
0.0,Short Course,2022-02-13,0
0.0,Short Course,2022-02-20,0
0.0,Short Course,2022-02-27,0
0.0,Short Course,2022-03-06,0
0.0,Short Course,2022-03-13,0
0.0,Short Course,2022-03-20,0
0.0,Short Course,2022-03-27,4
0.0,Short Course,2022-04-03,0
0.0,Short Course,2022-04-10,0
0.0,Short Course,2022-04-17,0
0.0,Short Course,2022-04-24,2
0.0,Short Course,2022-05-01,4
0.0,Short Course,2022-05-08,0
0.0,Short Course,2022-05-15,0
0.0,Short Course,2022-05-22,6
0.0,Summer School,2022-06-05,2
0.0,Workshop,2021-09-12,36
0.0,Workshop,2021-09-19,0
0.0,Workshop,2021-09-26,2
0.0,Workshop,2021-10-03,42
0.0,Workshop,2021-10-10,0
0.0,Workshop,2021-10-17,0
0.0,Workshop,2021-10-24,2
0.0,Workshop,2021-10-31,6
0.0,Workshop,2021-11-07,0
0.0,Workshop,2021-11-14,0
0.0,Workshop,2021-11-21,38
0.0,Workshop,2021-11-28,78
0.0,Workshop,2021-12-05,0
0.0,Workshop,2021-12-12,0
0.0,Workshop,2021-12-19,0
0.0,Workshop,2021-12-26,0
0.0,Workshop,2022-01-02,0
0.0,Workshop,2022-01-09,0
