Weeks to Event,EventType,StatusCreatedDate,Num_of_ticket
3.0,Short Course,2021-10-17,0
3.0,Short Course,2021-10-24,0
3.0,Short Course,2021-10-31,6
3.0,Short Course,2021-11-07,0
3.0,Short Course,2021-11-14,0
3.0,Short Course,2021-11-21,0
3.0,Short Course,2021-11-28,0
3.0,Short Course,2021-12-05,0
3.0,Short Course,2021-12-12,2
3.0,Short Course,2021-12-19,4
3.0,Short Course,2021-12-26,0
3.0,Short Course,2022-01-02,2
3.0,Short Course,2022-01-09,0
3.0,Short Course,2022-01-16,0
3.0,Short Course,2022-01-23,0
3.0,Short Course,2022-01-30,0
3.0,Short Course,2022-02-06,0
3.0,Short Course,2022-02-13,0
3.0,Short Course,2022-02-20,0
3.0,Short Course,2022-02-27,0
3.0,Short Course,2022-03-06,0
3.0,Short Course,2022-03-13,0
3.0,Short Course,2022-03-20,0
3.0,Short Course,2022-03-27,2
3.0,Short Course,2022-04-03,4
3.0,Short Course,2022-04-10,6
3.0,Short Course,2022-04-17,0
3.0,Short Course,2022-04-24,0
3.0,Short Course,2022-05-01,12
3.0,Short Course,2022-05-08,0
3.0,Short Course,2022-05-15,0
3.0,Short Course,2022-05-22,0
3.0,Short Course,2022-05-29,0
3.0,Short Course,2022-06-05,0
3.0,Short Course,2022-06-12,0
3.0,Short Course,2022-06-19,8
3.0,Summer School,2022-02-06,2
3.0,Summer School,2022-02-13,0
3.0,Summer School,2022-02-20,0
3.0,Summer School,2022-02-27,0
3.0,Summer School,2022-03-06,0
3.0,Summer School,2022-03-13,0
3.0,Summer School,2022-03-20,0
3.0,Summer School,2022-03-27,0
3.0,Summer School,2022-04-03,0
3.0,Summer School,2022-04-10,0
3.0,Summer School,2022-04-17,0
3.0,Summer School,2022-04-24,0
3.0,Summer School,2022-05-01,0
3.0,Summer School,2022-05-08,0
3.0,Summer School,2022-05-15,0
3.0,Summer School,2022-05-22,10
3.0,Summer School,2022-05-29,8
3.0,Summer School,2022-06-05,2
3.0,Summer School,2022-06-12,0
3.0,Summer School,2022-06-19,2
3.0,Summer School,2022-06-26,2
3.0,Workshop,2021-08-15,2
3.0,Workshop,2021-08-22,12
3.0,Workshop,2021-08-29,0
3.0,Workshop,2021-09-05,0
3.0,Workshop,2021-09-12,4
3.0,Workshop,2021-09-19,76
3.0,Workshop,2021-09-26,0
3.0,Workshop,2021-10-03,2
3.0,Workshop,2021-10-10,0
3.0,Workshop,2021-10-17,0
3.0,Workshop,2021-10-24,8
3.0,Workshop,2021-10-31,12
3.0,Workshop,2021-11-07,0
3.0,Workshop,2021-11-14,0
3.0,Workshop,2021-11-21,2
3.0,Workshop,2021-11-28,0
3.0,Workshop,2021-12-05,0
3.0,Workshop,2021-12-12,0
3.0,Workshop,2021-12-19,0
3.0,Workshop,2021-12-26,0
3.0,Workshop,2022-01-02,0
3.0,Workshop,2022-01-09,0
3.0,Workshop,2022-01-16,0
3.0,Workshop,2022-01-23,0
3.0,Workshop,2022-01-30,0
3.0,Workshop,2022-02-06,0
3.0,Workshop,2022-02-13,0
3.0,Workshop,2022-02-20,32
3.0,Workshop,2022-02-27,168
3.0,Workshop,2022-03-06,0
3.0,Workshop,2022-03-13,4
3.0,Workshop,2022-03-20,10
3.0,Workshop,2022-03-27,0
3.0,Workshop,2022-04-03,20
3.0,Workshop,2022-04-10,0
3.0,Workshop,2022-04-17,22
3.0,Workshop,2022-04-24,4
3.0,Workshop,2022-05-01,14
3.0,Workshop,2022-05-08,4
3.0,Workshop,2022-05-15,16
3.0,Workshop,2022-05-22,164
3.0,Workshop,2022-05-29,0
3.0,Workshop,2022-06-05,0
3.0,Workshop,2022-06-12,2
3.0,Workshop,2022-06-19,16
4.0,Colloquium ,2021-10-31,44
4.0,Colloquium ,2021-11-07,0
4.0,Colloquium ,2021-11-14,0
4.0,Colloquium ,2021-11-21,0
4.0,Colloquium ,2021-11-28,0
4.0,Colloquium ,2021-12-05,0
4.0,Colloquium ,2021-12-12,0
4.0,Colloquium ,2021-12-19,0
4.0,Colloquium ,2021-12-26,0
4.0,Colloquium ,2022-01-02,0
4.0,Colloquium ,2022-01-09,0
4.0,Colloquium ,2022-01-16,0
4.0,Colloquium ,2022-01-23,4
4.0,Colloquium ,2022-01-30,26
4.0,Colloquium ,2022-02-06,4
4.0,Colloquium ,2022-02-13,0
4.0,Colloquium ,2022-02-20,0
4.0,Colloquium ,2022-02-27,0
4.0,Colloquium ,2022-03-06,0
4.0,Colloquium ,2022-03-13,0
4.0,Colloquium ,2022-03-20,0
4.0,Colloquium ,2022-03-27,0
4.0,Colloquium ,2022-04-03,0
4.0,Colloquium ,2022-04-10,0
4.0,Colloquium ,2022-04-17,2
4.0,Colloquium ,2022-04-24,0
4.0,Colloquium ,2022-05-01,0
4.0,Colloquium ,2022-05-08,6
4.0,Colloquium ,2022-05-15,2
4.0,Colloquium ,2022-05-22,8
4.0,Colloquium ,2022-05-29,12
4.0,Conference / Symposium,2021-08-08,6
4.0,Conference / Symposium,2021-08-15,16
4.0,Conference / Symposium,2021-08-22,72
4.0,Conference / Symposium,2021-08-29,4
4.0,Conference / Symposium,2021-09-05,4
4.0,Conference / Symposium,2021-09-12,0
4.0,Conference / Symposium,2021-09-19,4
4.0,Conference / Symposium,2021-09-26,18
4.0,Conference / Symposium,2021-10-03,0
4.0,Conference / Symposium,2021-10-10,0
4.0,Conference / Symposium,2021-10-17,2
4.0,Conference / Symposium,2021-10-24,24
4.0,Conference / Symposium,2021-10-31,6
4.0,Conference / Symposium,2021-11-07,0
4.0,Conference / Symposium,2021-11-14,0
4.0,Conference / Symposium,2021-11-21,0
4.0,Conference / Symposium,2021-11-28,0
4.0,Conference / Symposium,2021-12-05,0
4.0,Conference / Symposium,2021-12-12,4
4.0,Conference / Symposium,2021-12-19,22
4.0,Conference / Symposium,2021-12-26,0
4.0,Conference / Symposium,2022-01-02,4
4.0,Conference / Symposium,2022-01-09,0
4.0,Conference / Symposium,2022-01-16,0
4.0,Conference / Symposium,2022-01-23,0
4.0,Conference / Symposium,2022-01-30,98
4.0,Conference / Symposium,2022-02-06,0
4.0,Conference / Symposium,2022-02-13,0
4.0,Conference / Symposium,2022-02-20,4
4.0,Conference / Symposium,2022-02-27,12
4.0,Conference / Symposium,2022-03-06,54
4.0,Conference / Symposium,2022-03-13,8
4.0,Conference / Symposium,2022-03-20,24
4.0,Conference / Symposium,2022-03-27,0
4.0,Conference / Symposium,2022-04-03,0
4.0,Conference / Symposium,2022-04-10,0
4.0,Conference / Symposium,2022-04-17,6
4.0,Conference / Symposium,2022-04-24,8
4.0,Conference / Symposium,2022-05-01,24
4.0,Conference / Symposium,2022-05-08,0
4.0,Conference / Symposium,2022-05-15,2
4.0,Conference / Symposium,2022-05-22,38
4.0,Conference / Symposium,2022-05-29,78
4.0,Conference / Symposium,2022-06-05,22
4.0,Conference / Symposium,2022-06-12,18
4.0,Lecture,2021-08-22,8
4.0,Lecture,2021-08-29,10
4.0,Lecture,2021-09-05,0
4.0,Lecture,2021-09-12,0
4.0,Lecture,2021-09-19,0
4.0,Lecture,2021-09-26,10
4.0,Lecture,2021-10-03,4
4.0,Lecture,2021-10-10,2
4.0,Lecture,2021-10-17,358
4.0,Lecture,2021-10-24,12
4.0,Lecture,2021-10-31,0
4.0,Lecture,2021-11-07,0
4.0,Lecture,2021-11-14,34
4.0,Lecture,2021-11-21,0
4.0,Lecture,2021-11-28,0
4.0,Lecture,2021-12-05,0
4.0,Lecture,2021-12-12,0
4.0,Lecture,2021-12-19,6
4.0,Lecture,2021-12-26,6
4.0,Lecture,2022-01-02,12
4.0,Lecture,2022-01-09,0
4.0,Lecture,2022-01-16,2
4.0,Lecture,2022-01-23,16
4.0,Lecture,2022-01-30,14
4.0,Lecture,2022-02-06,0
4.0,Lecture,2022-02-13,0
4.0,Lecture,2022-02-20,8
4.0,Lecture,2022-02-27,0
4.0,Lecture,2022-03-06,0
4.0,Lecture,2022-03-13,0
4.0,Lecture,2022-03-20,0
4.0,Lecture,2022-03-27,20
4.0,Lecture,2022-04-03,2
4.0,Lecture,2022-04-10,10
4.0,Lecture,2022-04-17,6
4.0,Lecture,2022-04-24,8
4.0,Lecture,2022-05-01,0
4.0,Lecture,2022-05-08,2
4.0,Lecture,2022-05-15,2
4.0,Lecture,2022-05-22,4
4.0,Lecture,2022-05-29,0
4.0,Lecture,2022-06-05,0
4.0,Lecture,2022-06-12,0
4.0,Lecture,2022-06-19,48
4.0,Lecture,2022-06-26,2
4.0,Lunchtime Lecture,2022-01-16,6
4.0,Lunchtime Lecture,2022-01-23,0
4.0,Lunchtime Lecture,2022-01-30,0
4.0,Lunchtime Lecture,2022-02-06,0
4.0,Lunchtime Lecture,2022-02-13,0
4.0,Lunchtime Lecture,2022-02-20,0
4.0,Lunchtime Lecture,2022-02-27,0
4.0,Lunchtime Lecture,2022-03-06,0
4.0,Lunchtime Lecture,2022-03-13,0
4.0,Lunchtime Lecture,2022-03-20,0
4.0,Lunchtime Lecture,2022-03-27,0
4.0,Lunchtime Lecture,2022-04-03,0
4.0,Lunchtime Lecture,2022-04-10,0
4.0,Lunchtime Lecture,2022-04-17,0
4.0,Lunchtime Lecture,2022-04-24,0
4.0,Lunchtime Lecture,2022-05-01,0
4.0,Lunchtime Lecture,2022-05-08,0
4.0,Lunchtime Lecture,2022-05-15,0
4.0,Lunchtime Lecture,2022-05-22,2
4.0,Lunchtime Lecture,2022-05-29,6
4.0,Other Events,2021-09-26,6
4.0,Other Events,2021-10-03,40
4.0,Other Events,2021-10-10,2
4.0,Other Events,2021-10-17,128
4.0,Other Events,2021-10-24,56
4.0,Other Events,2021-10-31,2
4.0,Other Events,2021-11-07,0
4.0,Other Events,2021-11-14,26
4.0,Other Events,2021-11-21,6
4.0,Other Events,2021-11-28,0
4.0,Other Events,2021-12-05,0
4.0,Other Events,2021-12-12,0
4.0,Other Events,2021-12-19,0
4.0,Other Events,2021-12-26,8
4.0,Other Events,2022-01-02,12
4.0,Other Events,2022-01-09,0
4.0,Other Events,2022-01-16,30
4.0,Other Events,2022-01-23,18
4.0,Other Events,2022-01-30,12
4.0,Other Events,2022-02-06,0
4.0,Other Events,2022-02-13,0
4.0,Other Events,2022-02-20,72
4.0,Other Events,2022-02-27,0
4.0,Other Events,2022-03-06,0
4.0,Other Events,2022-03-13,0
4.0,Other Events,2022-03-20,4
4.0,Other Events,2022-03-27,28
4.0,Other Events,2022-04-03,14
4.0,Other Events,2022-04-10,0
4.0,Other Events,2022-04-17,6
4.0,Other Events,2022-04-24,8
4.0,Other Events,2022-05-01,56
4.0,Other Events,2022-05-08,0
4.0,Other Events,2022-05-15,6
4.0,Other Events,2022-05-22,20
4.0,Other Events,2022-05-29,4
4.0,Other Events,2022-06-05,6
4.0,Other Events,2022-06-12,0
4.0,Other Events,2022-06-19,0
4.0,Other Events,2022-06-26,4
4.0,Other Events,2022-07-03,2
4.0,"Others, Group 1",2017-10-29,40
4.0,"Others, Group 1",2017-11-05,10
4.0,"Others, Group 1",2017-11-12,94
4.0,"Others, Group 1",2017-11-19,660
4.0,"Others, Group 10",2022-04-17,100
4.0,"Others, Group 10",2022-04-24,0
4.0,"Others, Group 10",2022-05-01,0
4.0,"Others, Group 10",2022-05-08,0
4.0,"Others, Group 10",2022-05-15,0
4.0,"Others, Group 10",2022-05-22,0
4.0,"Others, Group 10",2022-05-29,0
4.0,"Others, Group 10",2022-06-05,0
4.0,"Others, Group 10",2022-06-12,0
4.0,"Others, Group 10",2022-06-19,0
4.0,"Others, Group 10",2022-06-26,0
4.0,"Others, Group 10",2022-07-03,0
4.0,"Others, Group 10",2022-07-10,0
4.0,"Others, Group 10",2022-07-17,0
4.0,"Others, Group 10",2022-07-24,0
4.0,"Others, Group 10",2022-07-31,24
4.0,"Others, Group 10",2022-08-07,0
4.0,"Others, Group 10",2022-08-14,0
4.0,"Others, Group 10",2022-08-21,0
4.0,"Others, Group 10",2022-08-28,0
4.0,"Others, Group 10",2022-09-04,0
4.0,"Others, Group 10",2022-09-11,0
4.0,"Others, Group 10",2022-09-18,0
4.0,"Others, Group 10",2022-09-25,0
4.0,"Others, Group 10",2022-10-02,0
4.0,"Others, Group 10",2022-10-09,0
4.0,"Others, Group 10",2022-10-16,0
4.0,"Others, Group 10",2022-10-23,0
4.0,"Others, Group 10",2022-10-30,0
4.0,"Others, Group 10",2022-11-06,0
4.0,"Others, Group 10",2022-11-13,234
4.0,"Others, Group 10",2022-11-20,0
4.0,"Others, Group 10",2022-11-27,0
4.0,"Others, Group 10",2022-12-04,0
4.0,"Others, Group 10",2022-12-11,0
4.0,"Others, Group 10",2022-12-18,0
4.0,"Others, Group 10",2022-12-25,6
4.0,"Others, Group 2",2017-11-12,4
4.0,"Others, Group 2",2017-11-19,0
4.0,"Others, Group 2",2017-11-26,0
4.0,"Others, Group 2",2017-12-03,0
4.0,"Others, Group 2",2017-12-10,0
4.0,"Others, Group 2",2017-12-17,94
4.0,"Others, Group 2",2017-12-24,382
4.0,"Others, Group 2",2017-12-31,28
4.0,"Others, Group 2",2018-01-07,0
4.0,"Others, Group 2",2018-01-14,124
4.0,"Others, Group 2",2018-01-21,1542
4.0,"Others, Group 2",2018-01-28,954
4.0,"Others, Group 2",2018-02-04,70
4.0,"Others, Group 2",2018-02-11,0
4.0,"Others, Group 2",2018-02-18,1848
4.0,"Others, Group 2",2018-02-25,146
4.0,"Others, Group 2",2018-03-04,62
4.0,"Others, Group 2",2018-03-11,0
4.0,"Others, Group 2",2018-03-18,354
4.0,"Others, Group 2",2018-03-25,1318
4.0,"Others, Group 2",2018-04-01,22
4.0,"Others, Group 2",2018-04-08,148
4.0,"Others, Group 2",2018-04-15,12
4.0,"Others, Group 2",2018-04-22,458
4.0,"Others, Group 2",2018-04-29,2
4.0,"Others, Group 3",2018-04-08,36
4.0,"Others, Group 3",2018-04-15,0
4.0,"Others, Group 3",2018-04-22,26
4.0,"Others, Group 3",2018-04-29,10
4.0,"Others, Group 3",2018-05-06,302
4.0,"Others, Group 3",2018-05-13,0
4.0,"Others, Group 3",2018-05-20,4
4.0,"Others, Group 3",2018-05-27,18
4.0,"Others, Group 3",2018-06-03,60
4.0,"Others, Group 3",2018-06-10,0
4.0,"Others, Group 3",2018-06-17,60
4.0,"Others, Group 3",2018-06-24,280
4.0,"Others, Group 3",2018-07-01,138
4.0,"Others, Group 3",2018-07-08,0
4.0,"Others, Group 3",2018-07-15,266
4.0,"Others, Group 3",2018-07-22,652
4.0,"Others, Group 3",2018-07-29,26
4.0,"Others, Group 3",2018-08-05,8
4.0,"Others, Group 3",2018-08-12,4
4.0,"Others, Group 3",2018-08-19,418
4.0,"Others, Group 3",2018-08-26,26
4.0,"Others, Group 3",2018-09-02,14
4.0,"Others, Group 3",2018-09-09,424
4.0,"Others, Group 3",2018-09-16,196
4.0,"Others, Group 3",2018-09-23,142
4.0,"Others, Group 3",2018-09-30,242
4.0,"Others, Group 3",2018-10-07,0
4.0,"Others, Group 3",2018-10-14,14
4.0,"Others, Group 4",2018-09-16,26
4.0,"Others, Group 4",2018-09-23,82
4.0,"Others, Group 4",2018-09-30,6
4.0,"Others, Group 4",2018-10-07,0
4.0,"Others, Group 4",2018-10-14,166
4.0,"Others, Group 4",2018-10-21,362
4.0,"Others, Group 4",2018-10-28,210
4.0,"Others, Group 4",2018-11-04,36
4.0,"Others, Group 4",2018-11-11,120
4.0,"Others, Group 4",2018-11-18,312
4.0,"Others, Group 4",2018-11-25,0
4.0,"Others, Group 4",2018-12-02,0
4.0,"Others, Group 4",2018-12-09,0
4.0,"Others, Group 4",2018-12-16,4
4.0,"Others, Group 4",2018-12-23,16
4.0,"Others, Group 4",2018-12-30,0
4.0,"Others, Group 4",2019-01-06,0
4.0,"Others, Group 4",2019-01-13,0
4.0,"Others, Group 4",2019-01-20,0
4.0,"Others, Group 4",2019-01-27,196
4.0,"Others, Group 4",2019-02-03,208
4.0,"Others, Group 4",2019-02-10,0
4.0,"Others, Group 4",2019-02-17,62
4.0,"Others, Group 5",2019-02-17,966
4.0,"Others, Group 5",2019-02-24,624
4.0,"Others, Group 6",2018-12-16,2
4.0,"Others, Group 6",2018-12-23,2
4.0,"Others, Group 6",2018-12-30,0
4.0,"Others, Group 6",2019-01-06,68
4.0,"Others, Group 6",2019-01-13,0
4.0,"Others, Group 6",2019-01-20,12
4.0,"Others, Group 6",2019-01-27,306
4.0,"Others, Group 6",2019-02-03,196
4.0,"Others, Group 6",2019-02-10,0
4.0,"Others, Group 6",2019-02-17,456
4.0,"Others, Group 6",2019-02-24,410
4.0,"Others, Group 6",2019-03-03,108
4.0,"Others, Group 6",2019-03-10,2
4.0,"Others, Group 6",2019-03-17,190
4.0,"Others, Group 6",2019-03-24,920
4.0,"Others, Group 6",2019-03-31,36
4.0,"Others, Group 6",2019-04-07,64
4.0,"Others, Group 6",2019-04-14,4
4.0,"Others, Group 6",2019-04-21,12
4.0,"Others, Group 6",2019-04-28,226
4.0,"Others, Group 6",2019-05-05,2
4.0,"Others, Group 6",2019-05-12,2
4.0,"Others, Group 6",2019-05-19,0
4.0,"Others, Group 6",2019-05-26,0
4.0,"Others, Group 6",2019-06-02,0
4.0,"Others, Group 6",2019-06-09,0
4.0,"Others, Group 6",2019-06-16,40
4.0,"Others, Group 6",2019-06-23,0
4.0,"Others, Group 6",2019-06-30,0
4.0,"Others, Group 6",2019-07-07,0
4.0,"Others, Group 6",2019-07-14,0
4.0,"Others, Group 6",2019-07-21,0
4.0,"Others, Group 6",2019-07-28,0
4.0,"Others, Group 6",2019-08-04,32
4.0,"Others, Group 7",2019-07-14,28
4.0,"Others, Group 7",2019-07-21,346
4.0,"Others, Group 7",2019-07-28,10
4.0,"Others, Group 7",2019-08-04,0
4.0,"Others, Group 7",2019-08-11,0
4.0,"Others, Group 7",2019-08-18,234
4.0,"Others, Group 7",2019-08-25,270
4.0,"Others, Group 7",2019-09-01,152
4.0,"Others, Group 7",2019-09-08,0
4.0,"Others, Group 7",2019-09-15,4
4.0,"Others, Group 7",2019-09-22,184
4.0,"Others, Group 7",2019-09-29,348
4.0,"Others, Group 7",2019-10-06,36
4.0,"Others, Group 7",2019-10-13,0
4.0,"Others, Group 7",2019-10-20,92
4.0,"Others, Group 7",2019-10-27,410
4.0,"Others, Group 7",2019-11-03,22
4.0,"Others, Group 8",2019-09-15,42
4.0,"Others, Group 8",2019-09-22,0
4.0,"Others, Group 8",2019-09-29,200
4.0,"Others, Group 8",2019-10-06,0
4.0,"Others, Group 8",2019-10-13,0
4.0,"Others, Group 8",2019-10-20,182
4.0,"Others, Group 8",2019-10-27,556
4.0,"Others, Group 8",2019-11-03,190
4.0,"Others, Group 8",2019-11-10,0
4.0,"Others, Group 8",2019-11-17,2
4.0,"Others, Group 8",2019-11-24,0
4.0,"Others, Group 8",2019-12-01,0
4.0,"Others, Group 8",2019-12-08,0
4.0,"Others, Group 8",2019-12-15,2
4.0,"Others, Group 8",2019-12-22,266
4.0,"Others, Group 8",2019-12-29,0
4.0,"Others, Group 8",2020-01-05,4
4.0,"Others, Group 8",2020-01-12,0
4.0,"Others, Group 8",2020-01-19,354
4.0,"Others, Group 8",2020-01-26,204
4.0,"Others, Group 8",2020-02-02,0
4.0,"Others, Group 8",2020-02-09,0
4.0,"Others, Group 8",2020-02-16,2
4.0,"Others, Group 8",2020-02-23,36
4.0,"Others, Group 8",2020-03-01,4
4.0,"Others, Group 8",2020-03-08,10
4.0,"Others, Group 9",2020-01-19,2
4.0,"Others, Group 9",2020-01-26,224
4.0,"Others, Group 9",2020-02-02,738
4.0,"Others, Group 9",2020-02-09,2610
4.0,"Others, Group 9",2020-02-16,0
4.0,"Others, Group 9",2020-02-23,284
4.0,"Others, Group 9",2020-03-01,148
4.0,"Others, Group 9",2020-03-08,6
4.0,"Others, Group 9",2020-03-15,0
4.0,"Others, Group 9",2020-03-22,0
4.0,"Others, Group 9",2020-03-29,0
4.0,"Others, Group 9",2020-04-05,2
4.0,Research Training,2021-09-19,2
4.0,Research Training,2021-09-26,4
4.0,Research Training,2021-10-03,34
4.0,Research Training,2021-10-10,16
4.0,Research Training,2021-10-17,164
4.0,Research Training,2021-10-24,106
4.0,Research Training,2021-10-31,14
4.0,Research Training,2021-11-07,0
4.0,Research Training,2021-11-14,12
4.0,Research Training,2021-11-21,0
4.0,Research Training,2021-11-28,0
4.0,Research Training,2021-12-05,0
4.0,Research Training,2021-12-12,0
4.0,Research Training,2021-12-19,10
4.0,Research Training,2021-12-26,238
4.0,Research Training,2022-01-02,84
4.0,Research Training,2022-01-09,0
4.0,Research Training,2022-01-16,12
4.0,Research Training,2022-01-23,2
4.0,Research Training,2022-01-30,108
4.0,Research Training,2022-02-06,12
4.0,Research Training,2022-02-13,0
4.0,Research Training,2022-02-20,24
4.0,Research Training,2022-02-27,14
4.0,Research Training,2022-03-06,0
4.0,Research Training,2022-03-13,0
4.0,Research Training,2022-03-20,2
4.0,Research Training,2022-03-27,0
4.0,Research Training,2022-04-03,4
4.0,Research Training,2022-04-10,10
4.0,Research Training,2022-04-17,16
4.0,Research Training,2022-04-24,24
4.0,Research Training,2022-05-01,64
4.0,Research Training,2022-05-08,26
4.0,Research Training,2022-05-15,6
4.0,Research Training,2022-05-22,16
4.0,Research Training,2022-05-29,8
4.0,Research Training,2022-06-05,8
4.0,Research Training,2022-06-12,0
4.0,Research Training,2022-06-19,32
4.0,Seminar,2021-08-08,12
4.0,Seminar,2021-08-15,28
4.0,Seminar,2021-08-22,0
4.0,Seminar,2021-08-29,0
4.0,Seminar,2021-09-05,2
4.0,Seminar,2021-09-12,90
4.0,Seminar,2021-09-19,108
4.0,Seminar,2021-09-26,264
4.0,Seminar,2021-10-03,228
4.0,Seminar,2021-10-10,20
4.0,Seminar,2021-10-17,678
4.0,Seminar,2021-10-24,202
4.0,Seminar,2021-10-31,96
4.0,Seminar,2021-11-07,0
4.0,Seminar,2021-11-14,82
4.0,Seminar,2021-11-21,110
4.0,Seminar,2021-11-28,0
4.0,Seminar,2021-12-05,0
4.0,Seminar,2021-12-12,0
4.0,Seminar,2021-12-19,50
4.0,Seminar,2021-12-26,86
4.0,Seminar,2022-01-02,190
4.0,Seminar,2022-01-09,0
4.0,Seminar,2022-01-16,100
4.0,Seminar,2022-01-23,230
4.0,Seminar,2022-01-30,314
4.0,Seminar,2022-02-06,220
4.0,Seminar,2022-02-13,34
4.0,Seminar,2022-02-20,110
4.0,Seminar,2022-02-27,74
4.0,Seminar,2022-03-06,34
4.0,Seminar,2022-03-13,0
4.0,Seminar,2022-03-20,16
4.0,Seminar,2022-03-27,20
4.0,Seminar,2022-04-03,60
4.0,Seminar,2022-04-10,114
4.0,Seminar,2022-04-17,26
4.0,Seminar,2022-04-24,232
4.0,Seminar,2022-05-01,166
4.0,Seminar,2022-05-08,82
4.0,Seminar,2022-05-15,42
4.0,Seminar,2022-05-22,260
4.0,Seminar,2022-05-29,52
4.0,Seminar,2022-06-05,40
4.0,Seminar,2022-06-12,24
4.0,Seminar,2022-06-19,2
4.0,Seminar,2022-06-26,0
4.0,Seminar,2022-07-03,6
4.0,Short Course,2021-08-15,8
4.0,Short Course,2021-08-22,8
4.0,Short Course,2021-08-29,0
4.0,Short Course,2021-09-05,0
4.0,Short Course,2021-09-12,6
4.0,Short Course,2021-09-19,0
4.0,Short Course,2021-09-26,0
4.0,Short Course,2021-10-03,0
4.0,Short Course,2021-10-10,0
4.0,Short Course,2021-10-17,0
4.0,Short Course,2021-10-24,2
4.0,Short Course,2021-10-31,0
4.0,Short Course,2021-11-07,0
4.0,Short Course,2021-11-14,0
4.0,Short Course,2021-11-21,0
4.0,Short Course,2021-11-28,0
4.0,Short Course,2021-12-05,0
4.0,Short Course,2021-12-12,0
4.0,Short Course,2021-12-19,6
4.0,Short Course,2021-12-26,2
4.0,Short Course,2022-01-02,0
4.0,Short Course,2022-01-09,0
4.0,Short Course,2022-01-16,0
4.0,Short Course,2022-01-23,0
4.0,Short Course,2022-01-30,0
4.0,Short Course,2022-02-06,0
4.0,Short Course,2022-02-13,0
4.0,Short Course,2022-02-20,0
4.0,Short Course,2022-02-27,2
4.0,Short Course,2022-03-06,0
4.0,Short Course,2022-03-13,0
4.0,Short Course,2022-03-20,0
4.0,Short Course,2022-03-27,6
4.0,Short Course,2022-04-03,6
4.0,Short Course,2022-04-10,2
4.0,Short Course,2022-04-17,0
4.0,Short Course,2022-04-24,6
4.0,Short Course,2022-05-01,8
4.0,Summer School,2022-02-27,2
4.0,Summer School,2022-03-06,0
4.0,Summer School,2022-03-13,0
4.0,Summer School,2022-03-20,0
4.0,Summer School,2022-03-27,0
4.0,Summer School,2022-04-03,0
4.0,Summer School,2022-04-10,0
4.0,Summer School,2022-04-17,0
4.0,Summer School,2022-04-24,0
4.0,Summer School,2022-05-01,0
4.0,Summer School,2022-05-08,0
4.0,Summer School,2022-05-15,2
4.0,Summer School,2022-05-22,0
4.0,Summer School,2022-05-29,0
4.0,Summer School,2022-06-05,2
4.0,Workshop,2021-08-15,10
4.0,Workshop,2021-08-22,0
4.0,Workshop,2021-08-29,0
4.0,Workshop,2021-09-05,0
4.0,Workshop,2021-09-12,26
4.0,Workshop,2021-09-19,0
4.0,Workshop,2021-09-26,0
4.0,Workshop,2021-10-03,0
4.0,Workshop,2021-10-10,0
4.0,Workshop,2021-10-17,8
4.0,Workshop,2021-10-24,6
4.0,Workshop,2021-10-31,30
4.0,Workshop,2021-11-07,0
4.0,Workshop,2021-11-14,0
4.0,Workshop,2021-11-21,0
4.0,Workshop,2021-11-28,0
4.0,Workshop,2021-12-05,0
4.0,Workshop,2021-12-12,0
4.0,Workshop,2021-12-19,0
4.0,Workshop,2021-12-26,0
4.0,Workshop,2022-01-02,0
4.0,Workshop,2022-01-09,0
4.0,Workshop,2022-01-16,0
4.0,Workshop,2022-01-23,0
4.0,Workshop,2022-01-30,0
4.0,Workshop,2022-02-06,0
4.0,Workshop,2022-02-13,0
4.0,Workshop,2022-02-20,4
4.0,Workshop,2022-02-27,0
4.0,Workshop,2022-03-06,0
4.0,Workshop,2022-03-13,0
4.0,Workshop,2022-03-20,0
4.0,Workshop,2022-03-27,8
4.0,Workshop,2022-04-03,26
4.0,Workshop,2022-04-10,28
4.0,Workshop,2022-04-17,4
4.0,Workshop,2022-04-24,2
4.0,Workshop,2022-05-01,10
4.0,Workshop,2022-05-08,12
4.0,Workshop,2022-05-15,8
4.0,Workshop,2022-05-22,0
4.0,Workshop,2022-05-29,8
4.0,Workshop,2022-06-05,38
4.0,Workshop,2022-06-12,2
5.0,Colloquium ,2021-12-26,2
5.0,Colloquium ,2022-01-02,0
5.0,Colloquium ,2022-01-09,0
5.0,Colloquium ,2022-01-16,0
5.0,Colloquium ,2022-01-23,0
5.0,Colloquium ,2022-01-30,0
5.0,Colloquium ,2022-02-06,0
5.0,Colloquium ,2022-02-13,0
5.0,Colloquium ,2022-02-20,0
5.0,Colloquium ,2022-02-27,0
5.0,Colloquium ,2022-03-06,0
5.0,Colloquium ,2022-03-13,0
5.0,Colloquium ,2022-03-20,0
5.0,Colloquium ,2022-03-27,0
5.0,Colloquium ,2022-04-03,0
5.0,Colloquium ,2022-04-10,10
5.0,Colloquium ,2022-04-17,0
5.0,Colloquium ,2022-04-24,2
5.0,Colloquium ,2022-05-01,2
5.0,Colloquium ,2022-05-08,8
5.0,Colloquium ,2022-05-15,12
5.0,Colloquium ,2022-05-22,26
5.0,Conference / Symposium,2021-08-01,8
5.0,Conference / Symposium,2021-08-08,4
5.0,Conference / Symposium,2021-08-15,14
5.0,Conference / Symposium,2021-08-22,2
5.0,Conference / Symposium,2021-08-29,10
5.0,Conference / Symposium,2021-09-05,0
